   id   |        action         |           trace_id            |              request_id              |          event_time           |                                        resource                                        |                                                                                                                                                                                                                                                                                                                                                                payload                                                                                                                                                                                                                                                                                                                                                                
--------+-----------------------+-------------------------------+--------------------------------------+-------------------------------+----------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 253738 | PHR_EXPORT_REQUEST    | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-01 | 2025-12-26 23:42:10.348244+09 | /openDolphin/resources/20/adm/phr/export                                               | {"traceId":"phr-export-20251226T140447Z-7","patientCount":1,"facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253739 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:26.984541+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760446&token=CEnUCw5tE-nS35ZQu-_KeKuqoPBaz55334oX47rVb5g","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253740 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:27.01485+09  | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253741 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:29.17569+09  | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760449&token=lv0uJJK0UGO2KE71jg3I7RAM2CED_QHGsAfohwzz9mU","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253742 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:29.189472+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253743 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:31.254484+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760451&token=u0oTg8amevKhKmP-9Fd8M6QyWW30vThLcEmlIaB3ETI","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253744 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:31.30911+09  | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253745 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:33.4028+09   | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760453&token=IaDcUY406TDY6pFHfPVfdtuABngAaqH2XSDcdXDJb8Q","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253746 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:33.421441+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253747 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:35.495883+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760455&token=6QMpWjx72_w2ppuyAeKYd8kPYUYpdsgA-poJtRp121o","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253748 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:35.511535+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
 253749 | PHR_SIGNED_URL_ISSUED | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:37.581215+09 | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","facilityId":"1.3.6.1.4.1.9414.10.1","resultUri":"s3://opendolphin-phr-export/facility/1.3.6.1.4.1.9414.10.1/jobs/43913675-d6e8-4a79-bbc7-2e03840ea349.zip","downloadUrl":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact?expires=1766760457&token=HFli0jtGx_mEcG_a4PFcEHNLXtDbqzAloezj_0SW4cU","kmsKeyAlias":"alias/opd/phr-export","userId":"dolphindev","signedUrlIssuer":"RESTEASY","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","bandwidthProfile":"phr-container","signedUrlTtlSeconds":300,"storageType":"S3","artifactPath":"/openDolphin/resources/20/adm/phr/export/43913675-d6e8-4a79-bbc7-2e03840ea349/artifact","status":"success"}
 253750 | PHR_EXPORT_STATUS     | phr-export-20251226T140447Z-7 | phr-export-20251226T140447Z-7-req-02 | 2025-12-26 23:42:37.59014+09  | /openDolphin/resources/20/adm/phr/status/43913675-d6e8-4a79-bbc7-2e03840ea349          | {"traceId":"phr-export-20251226T140447Z-7","jobId":"43913675-d6e8-4a79-bbc7-2e03840ea349","facilityId":"1.3.6.1.4.1.9414.10.1","userId":"dolphindev","status":"success"}
